Coffee_name,Variant Id,Coffee maker qty,day,day time,month,Time to wait (min)
Cacao,1007,2,Friday,Morning,February,12
Latte,1012,2,Saturday,Evening,September,7
Americano,1003,1,Tuesday,Evening,May,5
Cacao,1006,2,Friday,Evening,January,9
Cappuccino,1009,2,Sunday,Lunchtime,August,9
Americano,1003,2,Thursday,Morning,March,9
Americano,1001,2,Friday,Morning,March,8
Cappuccino,1009,2,Monday,Lunchtime,June,5
Latte,1012,2,Thursday,Morning,March,11
Latte,1013,2,Sunday,Evening,April,6
Latte,1013,1,Tuesday,Evening,November,6
Americano,1003,1,Thursday,Evening,September,5
Latte,1012,2,Sunday,Evening,July,8
Latte,1014,2,Friday,Morning,January,10
Latte,1014,2,Thursday,Morning,December,9
Latte,1014,2,Thursday,Lunchtime,September,8
Americano,1001,2,Sunday,Lunchtime,July,6
Cacao,1006,2,Saturday,Morning,January,13
Americano,1001,2,Monday,Morning,August,10
Cacao,1007,2,Monday,Morning,October,11
Cacao,1007,2,Sunday,Evening,April,9
Latte,1012,2,Monday,Morning,May,9
Espresso,1005,2,Wednesday,Morning,January,10
Cappuccino,1009,1,Tuesday,Evening,May,9
Latte,1012,2,Wednesday,Morning,January,9
Espresso,1004,1,Friday,Evening,August,5
Cappuccino,1009,2,Saturday,Lunchtime,February,8
Americano,1003,2,Sunday,Lunchtime,March,9
Cacao,1008,2,Tuesday,Lunchtime,November,7
Cappuccino,1011,2,Sunday,Lunchtime,February,9
Americano,1001,2,Sunday,Morning,January,13
Cacao,1006,2,Wednesday,Morning,July,8
Americano,1003,1,Monday,Evening,November,5
Cappuccino,1011,2,Sunday,Morning,May,12
Latte,1012,2,Monday,Morning,November,10
Cacao,1008,1,Friday,Evening,April,8
Espresso,1004,2,Sunday,Evening,October,4
Espresso,1005,2,Sunday,Evening,July,8
Latte,1013,2,Friday,Lunchtime,November,7
Latte,1013,2,Thursday,Morning,December,11
Cappuccino,1011,2,Monday,Morning,August,11
Americano,1002,1,Tuesday,Evening,August,6
Cacao,1008,1,Tuesday,Evening,August,8
Latte,1014,2,Thursday,Morning,February,8
Americano,1002,2,Friday,Morning,July,8
Latte,1014,2,Thursday,Evening,February,6
Americano,1001,1,Tuesday,Evening,October,4
Americano,1002,2,Wednesday,Morning,June,8
Cacao,1008,2,Monday,Morning,June,12
Americano,1001,2,Wednesday,Lunchtime,March,7
Latte,1013,2,Tuesday,Lunchtime,December,5
Cacao,1006,2,Wednesday,Lunchtime,January,7
Cacao,1007,2,Thursday,Morning,December,10
Cacao,1008,2,Sunday,Evening,February,10
Cacao,1008,1,Friday,Evening,September,10
Americano,1001,2,Saturday,Morning,August,12
Americano,1001,2,Thursday,Morning,November,9
Cappuccino,1010,2,Sunday,Evening,May,8
Latte,1012,2,Thursday,Lunchtime,February,6
Cacao,1007,1,Friday,Evening,July,7
Cappuccino,1010,2,Wednesday,Lunchtime,December,6
Latte,1012,1,Friday,Evening,September,7
Cappuccino,1011,1,Monday,Evening,April,9
Latte,1014,1,Wednesday,Evening,March,8
Espresso,1005,2,Sunday,Lunchtime,February,7
Cacao,1008,2,Thursday,Lunchtime,January,6
Cacao,1006,2,Monday,Morning,May,10
Cappuccino,1010,2,Saturday,Morning,June,14
Latte,1013,2,Wednesday,Lunchtime,April,8
Espresso,1005,2,Saturday,Lunchtime,November,6
Cacao,1008,2,Saturday,Morning,October,13
Espresso,1004,2,Thursday,Morning,August,7
Americano,1002,2,Sunday,Evening,December,8
Latte,1013,2,Saturday,Lunchtime,October,10
Latte,1013,2,Thursday,Lunchtime,November,6
Cacao,1008,2,Sunday,Lunchtime,July,12
Americano,1003,2,Thursday,Morning,March,10
Cacao,1007,1,Tuesday,Evening,April,10
Cacao,1006,1,Tuesday,Evening,October,6
Americano,1002,2,Sunday,Lunchtime,March,8
Cacao,1007,2,Sunday,Lunchtime,June,10
Americano,1001,1,Friday,Evening,May,7
Latte,1012,2,Saturday,Morning,February,10
Cacao,1006,2,Tuesday,Morning,November,8
Cappuccino,1010,2,Friday,Lunchtime,December,8
Cacao,1007,2,Monday,Evening,January,9
Espresso,1004,2,Monday,Lunchtime,August,6
Espresso,1004,1,Friday,Evening,May,3
Cacao,1007,1,Thursday,Evening,September,8
Espresso,1005,2,Wednesday,Morning,October,6
Cacao,1006,2,Monday,Lunchtime,January,6
Latte,1014,2,Sunday,Lunchtime,April,12
Cacao,1007,2,Saturday,Lunchtime,July,8
Espresso,1004,2,Thursday,Lunchtime,September,6
Espresso,1005,2,Friday,Lunchtime,April,6
Cappuccino,1009,1,Monday,Evening,August,7
Cacao,1008,1,Thursday,Evening,August,8
Latte,1012,2,Wednesday,Lunchtime,February,4
Cappuccino,1009,2,Monday,Lunchtime,February,6
Latte,1014,2,Thursday,Evening,January,5
Americano,1001,1,Thursday,Evening,June,6
Americano,1003,1,Thursday,Evening,September,5
Cacao,1007,2,Sunday,Evening,January,11
Americano,1002,2,Thursday,Lunchtime,April,7
Latte,1013,1,Friday,Evening,March,7
Cacao,1007,2,Tuesday,Morning,January,9
Americano,1003,2,Thursday,Morning,December,10
Latte,1014,2,Sunday,Lunchtime,November,10
Latte,1013,1,Monday,Evening,April,6
Latte,1012,2,Sunday,Evening,January,9
Cacao,1008,2,Sunday,Lunchtime,July,12
Americano,1001,2,Thursday,Lunchtime,April,3
Cappuccino,1010,2,Wednesday,Lunchtime,March,7
Cacao,1006,2,Saturday,Lunchtime,January,9
Latte,1012,1,Friday,Evening,October,6
Latte,1012,2,Monday,Morning,February,10
Americano,1002,2,Tuesday,Morning,July,9
Cappuccino,1010,2,Saturday,Lunchtime,October,11
Cappuccino,1010,2,Saturday,Lunchtime,September,10
Cacao,1008,2,Sunday,Morning,September,16
Espresso,1004,1,Thursday,Evening,October,4
Latte,1014,2,Saturday,Evening,May,10
Latte,1013,2,Monday,Morning,October,8
Espresso,1005,2,Thursday,Lunchtime,September,5
Espresso,1005,2,Friday,Lunchtime,June,7
Americano,1003,2,Friday,Lunchtime,February,5
Americano,1003,2,Tuesday,Morning,September,7
Latte,1014,1,Monday,Evening,October,10
Latte,1013,2,Wednesday,Morning,April,10
Cacao,1008,1,Friday,Evening,September,9
Latte,1012,2,Friday,Morning,August,9
Espresso,1005,1,Tuesday,Evening,June,4
Cacao,1007,2,Monday,Morning,June,10
Americano,1002,2,Monday,Morning,July,6
Cacao,1008,2,Saturday,Lunchtime,July,10
Espresso,1005,2,Thursday,Morning,August,8
Cacao,1006,2,Friday,Morning,December,10
Latte,1012,2,Saturday,Lunchtime,October,10
Americano,1003,2,Sunday,Evening,October,6
Cappuccino,1010,2,Sunday,Morning,November,12
Americano,1003,1,Friday,Evening,September,5
Americano,1002,2,Saturday,Morning,August,12
Cappuccino,1009,2,Sunday,Morning,December,12
Cappuccino,1010,2,Monday,Lunchtime,May,5
Cacao,1008,1,Wednesday,Evening,October,10
Cacao,1006,2,Sunday,Morning,February,11
Cacao,1006,2,Tuesday,Morning,December,10
Americano,1001,2,Sunday,Morning,January,12
Cacao,1007,1,Tuesday,Evening,March,10
Latte,1013,2,Wednesday,Evening,December,6
Espresso,1005,1,Wednesday,Evening,September,6
Americano,1003,2,Wednesday,Lunchtime,November,7
Cacao,1007,2,Monday,Morning,February,11
Cacao,1006,2,Friday,Lunchtime,July,6
Espresso,1004,2,Sunday,Evening,April,6
Americano,1002,2,Thursday,Lunchtime,March,4
Latte,1014,2,Saturday,Morning,April,13
Americano,1003,2,Thursday,Morning,September,8
Cacao,1008,1,Monday,Evening,May,10
Americano,1002,2,Monday,Evening,December,7
Cacao,1006,2,Monday,Morning,January,8
Americano,1003,2,Sunday,Evening,December,7
Espresso,1004,2,Tuesday,Lunchtime,December,4
Cappuccino,1009,1,Tuesday,Evening,June,7
Cacao,1007,2,Monday,Evening,December,7
Espresso,1005,2,Tuesday,Lunchtime,September,6
Americano,1001,2,Sunday,Lunchtime,February,9
Americano,1003,2,Monday,Lunchtime,July,5
Cappuccino,1010,2,Friday,Lunchtime,April,7
Cacao,1006,1,Friday,Evening,April,9
Latte,1013,2,Thursday,Lunchtime,September,8
Cacao,1008,2,Monday,Evening,January,7
Americano,1001,2,Wednesday,Morning,December,8
Espresso,1004,2,Tuesday,Morning,October,6
Latte,1012,2,Friday,Morning,November,11
Espresso,1005,2,Monday,Morning,April,8
Cappuccino,1011,2,Friday,Morning,November,10
Cappuccino,1011,2,Friday,Morning,December,11
Cappuccino,1011,2,Wednesday,Morning,February,12
Cappuccino,1010,2,Tuesday,Morning,June,11
Americano,1002,2,Tuesday,Morning,April,10
Cappuccino,1009,1,Wednesday,Evening,May,6
Americano,1001,2,Monday,Morning,February,7
Cacao,1007,2,Wednesday,Lunchtime,September,6
Americano,1002,2,Saturday,Morning,December,12
Cappuccino,1009,1,Wednesday,Evening,November,9
Espresso,1005,1,Tuesday,Evening,May,5
Cappuccino,1010,2,Sunday,Morning,January,14
Americano,1001,2,Tuesday,Lunchtime,February,6
Americano,1001,2,Saturday,Evening,June,5
Latte,1012,2,Saturday,Lunchtime,November,9
Cappuccino,1011,2,Tuesday,Evening,February,7
Espresso,1004,2,Sunday,Evening,August,7
Latte,1014,2,Wednesday,Evening,January,9
Latte,1014,1,Tuesday,Evening,May,7
Cacao,1008,2,Saturday,Lunchtime,April,9
Latte,1012,2,Saturday,Evening,August,8
Americano,1002,2,Tuesday,Lunchtime,January,4
Espresso,1004,2,Sunday,Lunchtime,December,6
Americano,1002,2,Sunday,Lunchtime,October,8
Cappuccino,1011,2,Saturday,Morning,August,14
Cacao,1006,2,Sunday,Evening,July,10
Cacao,1006,2,Thursday,Lunchtime,November,6
Latte,1014,2,Tuesday,Lunchtime,May,9
Latte,1013,1,Wednesday,Evening,August,7
Latte,1013,1,Tuesday,Evening,April,8
Cacao,1006,2,Saturday,Morning,October,15
Latte,1014,2,Saturday,Morning,March,14
Cacao,1008,2,Monday,Evening,December,7
Cacao,1008,1,Monday,Evening,March,10
Americano,1003,1,Wednesday,Evening,July,7
Latte,1014,2,Monday,Lunchtime,April,9
Cacao,1007,2,Tuesday,Lunchtime,February,6
Americano,1002,1,Thursday,Evening,June,7
Cappuccino,1009,2,Thursday,Morning,July,11
Cappuccino,1011,2,Monday,Lunchtime,June,8
Cacao,1007,2,Sunday,Lunchtime,December,10
Espresso,1004,2,Friday,Morning,August,9
Americano,1003,2,Sunday,Evening,July,7
Cappuccino,1009,2,Tuesday,Lunchtime,July,5
Latte,1012,2,Friday,Morning,August,9
Americano,1001,2,Tuesday,Lunchtime,February,4
Cacao,1006,2,Sunday,Morning,June,15
Americano,1003,2,Saturday,Lunchtime,March,8
Americano,1001,2,Saturday,Lunchtime,July,10
Cappuccino,1010,2,Monday,Morning,April,11
Cappuccino,1011,2,Friday,Lunchtime,October,8
Cappuccino,1011,2,Thursday,Lunchtime,September,8
Espresso,1005,2,Sunday,Morning,November,12
Latte,1012,2,Saturday,Morning,April,11
Latte,1012,2,Thursday,Morning,May,9
Cappuccino,1010,2,Monday,Lunchtime,November,8
Latte,1013,2,Sunday,Lunchtime,November,11
Cacao,1008,2,Thursday,Evening,December,6
Espresso,1005,1,Wednesday,Evening,November,6
Americano,1001,2,Saturday,Evening,November,8
Cappuccino,1009,1,Tuesday,Evening,May,9
Cacao,1007,2,Monday,Lunchtime,March,6
Cacao,1007,2,Monday,Lunchtime,July,6
Latte,1013,2,Thursday,Morning,September,8
Latte,1013,2,Wednesday,Morning,December,10
Americano,1001,2,Thursday,Morning,July,10
Cacao,1007,2,Sunday,Evening,December,12
Cappuccino,1010,2,Tuesday,Morning,August,9
Latte,1014,2,Wednesday,Evening,December,7
Americano,1001,2,Saturday,Lunchtime,January,6
Latte,1012,2,Friday,Morning,June,11
Latte,1012,2,Monday,Morning,February,11
Latte,1013,1,Tuesday,Evening,November,8
Latte,1012,2,Wednesday,Morning,March,9
Cappuccino,1010,2,Wednesday,Lunchtime,February,7
Americano,1003,2,Monday,Lunchtime,December,4
Espresso,1004,2,Thursday,Morning,December,9
Americano,1001,1,Tuesday,Evening,November,5
Cacao,1006,2,Friday,Morning,April,9
Espresso,1005,2,Monday,Lunchtime,January,6
Americano,1001,2,Sunday,Evening,March,6
Americano,1002,2,Sunday,Lunchtime,June,7
Latte,1013,2,Wednesday,Lunchtime,July,6
Latte,1013,2,Saturday,Evening,June,6
Latte,1012,2,Wednesday,Morning,January,8
Americano,1003,2,Sunday,Lunchtime,July,11
Latte,1014,1,Tuesday,Evening,July,7
Americano,1002,2,Thursday,Lunchtime,April,5
Cacao,1006,1,Friday,Evening,August,7
Cacao,1007,2,Wednesday,Morning,May,8
Cacao,1007,1,Tuesday,Evening,March,10
Americano,1003,2,Friday,Lunchtime,April,7
Americano,1002,2,Saturday,Evening,June,7
Cappuccino,1009,2,Sunday,Morning,December,14
Latte,1014,2,Saturday,Evening,March,10
Espresso,1005,1,Wednesday,Evening,April,7
Cappuccino,1010,2,Thursday,Morning,January,9
Cacao,1007,2,Tuesday,Evening,February,7
Espresso,1005,2,Thursday,Morning,May,9
Cacao,1006,2,Wednesday,Lunchtime,December,5
Cacao,1006,2,Saturday,Evening,February,8
Espresso,1005,2,Sunday,Evening,November,6
Cappuccino,1010,2,Saturday,Morning,May,11
Cacao,1006,2,Friday,Lunchtime,December,7
Americano,1002,2,Saturday,Evening,April,7
Cappuccino,1011,2,Monday,Lunchtime,April,6
Espresso,1005,2,Thursday,Lunchtime,May,5
Latte,1014,2,Tuesday,Evening,February,8
Cappuccino,1011,1,Thursday,Evening,September,10
Latte,1012,1,Wednesday,Evening,July,6
Espresso,1004,2,Monday,Morning,November,7
Latte,1014,2,Saturday,Lunchtime,July,12
Latte,1014,2,Friday,Morning,December,11
Latte,1012,1,Thursday,Evening,September,5
Cacao,1006,2,Tuesday,Lunchtime,January,6
Cappuccino,1009,2,Sunday,Lunchtime,March,8
Americano,1003,1,Wednesday,Evening,April,6
Latte,1013,2,Monday,Morning,April,8
Americano,1003,2,Saturday,Morning,May,11
Latte,1012,2,Friday,Morning,August,8
Americano,1003,2,Monday,Lunchtime,June,8
Cacao,1008,2,Sunday,Morning,April,15
Cappuccino,1009,2,Wednesday,Evening,December,6
Cacao,1007,2,Thursday,Lunchtime,June,6
Cappuccino,1011,2,Wednesday,Lunchtime,March,6
Cacao,1008,1,Monday,Evening,March,11
Cappuccino,1011,2,Monday,Lunchtime,May,7
Americano,1002,1,Friday,Evening,October,5
Cappuccino,1010,2,Thursday,Evening,December,8
Cappuccino,1009,2,Monday,Lunchtime,January,7
Latte,1013,2,Monday,Evening,January,6
Cacao,1006,1,Tuesday,Evening,June,9
Espresso,1004,2,Sunday,Lunchtime,October,6
Latte,1013,2,Thursday,Morning,July,8
Americano,1003,2,Monday,Lunchtime,April,5
Americano,1001,2,Wednesday,Morning,June,8
Cacao,1008,1,Tuesday,Evening,June,8
Cappuccino,1010,1,Friday,Evening,April,6
Latte,1012,2,Wednesday,Morning,August,10
Cacao,1007,1,Wednesday,Evening,April,10
Cacao,1006,2,Wednesday,Morning,September,8
Cacao,1006,2,Sunday,Lunchtime,September,10
Cappuccino,1010,2,Monday,Morning,May,8
Espresso,1004,2,Sunday,Evening,March,6
Cappuccino,1009,2,Monday,Lunchtime,September,7
Cacao,1008,2,Wednesday,Morning,September,12
Americano,1001,1,Monday,Evening,September,3
Cappuccino,1010,1,Monday,Evening,November,9
Cappuccino,1009,1,Monday,Evening,September,5
Latte,1014,2,Thursday,Evening,December,8
Americano,1001,2,Sunday,Lunchtime,August,9
Americano,1002,1,Wednesday,Evening,September,7
Cappuccino,1010,1,Monday,Evening,July,9
Latte,1013,1,Thursday,Evening,November,9
Latte,1014,2,Sunday,Morning,August,15
Cacao,1006,2,Saturday,Lunchtime,April,11
Latte,1013,2,Friday,Morning,April,8
Americano,1003,2,Sunday,Lunchtime,April,8
Latte,1012,2,Friday,Morning,June,9
Latte,1014,2,Tuesday,Lunchtime,September,5
Latte,1013,2,Thursday,Morning,December,10
Cacao,1007,2,Sunday,Morning,December,13
Cappuccino,1009,2,Friday,Lunchtime,May,7
Americano,1002,2,Saturday,Evening,May,5
Cacao,1006,2,Sunday,Lunchtime,April,12
Latte,1014,2,Tuesday,Lunchtime,March,9
Espresso,1005,1,Wednesday,Evening,September,3
Latte,1013,2,Sunday,Evening,October,8
Americano,1001,2,Tuesday,Evening,December,7
Cacao,1007,2,Sunday,Morning,June,12
Americano,1002,2,Saturday,Morning,June,12
Americano,1002,2,Wednesday,Lunchtime,April,7
Cappuccino,1010,2,Tuesday,Morning,October,9
Cappuccino,1010,2,Monday,Lunchtime,September,5
Latte,1013,2,Tuesday,Lunchtime,April,6
Espresso,1005,2,Tuesday,Lunchtime,May,4
Latte,1014,2,Wednesday,Lunchtime,November,6
Latte,1012,2,Wednesday,Lunchtime,September,6
Cappuccino,1009,1,Monday,Evening,August,7
Cacao,1008,2,Sunday,Evening,October,9
Cacao,1008,1,Wednesday,Evening,October,10
Espresso,1004,2,Saturday,Morning,April,12
Espresso,1004,2,Wednesday,Lunchtime,January,6
Latte,1013,2,Thursday,Evening,February,6
Latte,1014,2,Thursday,Morning,April,9
Espresso,1005,2,Wednesday,Lunchtime,February,3
Cappuccino,1011,1,Friday,Evening,June,9
Cacao,1008,2,Sunday,Lunchtime,July,10
Latte,1014,1,Thursday,Evening,July,9
Latte,1013,2,Friday,Evening,February,5
Espresso,1004,2,Friday,Morning,June,8
Cacao,1008,2,Wednesday,Lunchtime,January,9
Cappuccino,1011,2,Saturday,Lunchtime,August,11
Cappuccino,1010,2,Friday,Lunchtime,March,8
Espresso,1005,2,Saturday,Evening,May,6
Americano,1003,2,Wednesday,Lunchtime,November,6
Cappuccino,1010,2,Thursday,Lunchtime,September,7
Cacao,1007,1,Wednesday,Evening,November,9
Latte,1012,1,Thursday,Evening,March,7
Latte,1013,2,Monday,Morning,January,9
Americano,1001,2,Friday,Lunchtime,April,4
Espresso,1004,1,Monday,Evening,July,4
Cacao,1008,2,Thursday,Evening,February,7
Latte,1014,2,Monday,Lunchtime,September,9
Espresso,1005,2,Sunday,Morning,December,11
Cappuccino,1010,2,Friday,Morning,December,11
Cappuccino,1009,2,Wednesday,Lunchtime,October,7
Cappuccino,1009,2,Friday,Lunchtime,December,8
Latte,1012,1,Wednesday,Evening,July,6
Cacao,1008,2,Friday,Lunchtime,April,9
Latte,1014,2,Saturday,Lunchtime,January,11
Latte,1014,1,Monday,Evening,October,10
Latte,1014,2,Saturday,Lunchtime,August,9
Espresso,1005,2,Tuesday,Evening,January,3
Latte,1014,2,Wednesday,Morning,November,9
Cacao,1006,1,Friday,Evening,October,9
Americano,1001,2,Wednesday,Lunchtime,June,5
Cappuccino,1011,2,Friday,Morning,July,9
Americano,1003,2,Monday,Lunchtime,February,5
Cappuccino,1009,2,Tuesday,Lunchtime,September,6
Espresso,1004,2,Thursday,Morning,April,8
Cappuccino,1011,2,Tuesday,Morning,July,11
Americano,1001,2,Wednesday,Morning,September,7
Americano,1002,1,Tuesday,Evening,May,6
Cappuccino,1011,2,Tuesday,Lunchtime,March,5
Americano,1003,2,Thursday,Morning,November,11
Latte,1013,2,Saturday,Lunchtime,December,9
Americano,1003,2,Thursday,Lunchtime,June,8
Cappuccino,1010,2,Saturday,Morning,December,11
Cacao,1006,1,Monday,Evening,March,9
Americano,1002,2,Monday,Morning,February,8
Americano,1001,2,Sunday,Morning,January,11
Cappuccino,1010,1,Friday,Evening,November,6
Latte,1012,2,Wednesday,Morning,January,7
Americano,1001,2,Friday,Lunchtime,January,4
Espresso,1004,2,Friday,Morning,October,7
Cacao,1008,2,Monday,Morning,August,11
Cacao,1008,2,Saturday,Morning,December,12
Cacao,1008,1,Wednesday,Evening,October,11
Cacao,1006,2,Saturday,Lunchtime,October,11
Cacao,1007,2,Monday,Morning,December,9
Cappuccino,1011,1,Friday,Evening,August,8
Cappuccino,1009,1,Wednesday,Evening,November,7
Americano,1001,2,Sunday,Lunchtime,March,9
Cappuccino,1010,2,Sunday,Lunchtime,September,9
Latte,1012,2,Wednesday,Lunchtime,May,7
Cappuccino,1009,2,Wednesday,Lunchtime,June,5
Cacao,1008,2,Friday,Morning,April,12
Cacao,1008,2,Sunday,Evening,January,12
Latte,1014,2,Thursday,Lunchtime,October,9
Cacao,1006,2,Sunday,Morning,January,14
Cappuccino,1009,2,Thursday,Lunchtime,March,8
Latte,1013,2,Sunday,Lunchtime,February,11
Americano,1001,1,Thursday,Evening,May,6
Cacao,1007,2,Tuesday,Lunchtime,August,5
Cacao,1007,2,Saturday,Evening,November,9
Cappuccino,1011,2,Thursday,Lunchtime,June,8
Espresso,1005,2,Sunday,Evening,August,7
Latte,1014,2,Thursday,Morning,August,10
Cacao,1007,2,Thursday,Morning,June,10
Cappuccino,1009,1,Friday,Evening,August,7
Cappuccino,1011,1,Wednesday,Evening,March,8
Americano,1002,2,Wednesday,Morning,November,7
Latte,1012,2,Thursday,Lunchtime,July,8
Latte,1014,1,Friday,Evening,September,8
Americano,1002,2,Monday,Morning,July,10
Cappuccino,1009,2,Saturday,Evening,November,7
Cacao,1007,2,Saturday,Evening,March,8
Cacao,1006,2,Wednesday,Lunchtime,October,8
Espresso,1004,2,Thursday,Lunchtime,May,3
Espresso,1004,2,Tuesday,Morning,January,8
Cappuccino,1010,2,Saturday,Evening,February,9
Americano,1002,2,Wednesday,Morning,March,7
Cappuccino,1011,2,Thursday,Morning,September,10
Cappuccino,1010,2,Tuesday,Lunchtime,September,5
Espresso,1005,2,Tuesday,Lunchtime,April,5
Latte,1014,2,Monday,Evening,February,8
Espresso,1004,2,Friday,Morning,September,9
Espresso,1004,2,Wednesday,Morning,August,7
Cacao,1008,1,Tuesday,Evening,April,9
Cacao,1007,2,Wednesday,Lunchtime,September,6
Cacao,1007,2,Thursday,Evening,January,8
Espresso,1005,2,Monday,Lunchtime,December,4
Americano,1002,2,Saturday,Lunchtime,December,8
Americano,1002,2,Tuesday,Lunchtime,April,7
Cappuccino,1011,2,Saturday,Lunchtime,January,10
Cacao,1007,2,Monday,Morning,June,9
Espresso,1004,2,Tuesday,Morning,September,6
Cappuccino,1011,2,Saturday,Evening,September,8
Latte,1013,2,Thursday,Evening,January,7
Cappuccino,1010,2,Saturday,Morning,February,14
Espresso,1005,2,Monday,Lunchtime,January,3
Cacao,1007,2,Monday,Lunchtime,April,7
Cappuccino,1010,2,Friday,Morning,December,10
Latte,1014,2,Wednesday,Lunchtime,September,6
Cappuccino,1009,2,Sunday,Lunchtime,March,10
Latte,1014,1,Friday,Evening,May,10
Espresso,1005,2,Thursday,Lunchtime,June,3
Cappuccino,1011,2,Sunday,Lunchtime,May,10
Cappuccino,1011,2,Thursday,Evening,December,7
Americano,1002,2,Wednesday,Lunchtime,August,7
Espresso,1004,2,Wednesday,Morning,August,8
Americano,1002,2,Sunday,Evening,February,6
Espresso,1004,2,Thursday,Morning,August,5
Americano,1003,2,Tuesday,Evening,January,7
Espresso,1004,2,Wednesday,Lunchtime,February,5
Cacao,1006,2,Thursday,Morning,June,8
Cappuccino,1010,2,Saturday,Evening,November,6
Latte,1013,1,Thursday,Evening,July,9
Cappuccino,1011,2,Monday,Lunchtime,March,5
Cacao,1006,2,Friday,Morning,December,10
Americano,1003,2,Thursday,Morning,April,8
Latte,1012,2,Saturday,Lunchtime,April,9
Cacao,1006,1,Wednesday,Evening,March,10
Cappuccino,1011,2,Sunday,Morning,October,13
Cacao,1008,2,Monday,Lunchtime,February,8
Latte,1014,2,Sunday,Lunchtime,September,9
Cappuccino,1010,2,Tuesday,Morning,November,10
Cappuccino,1009,2,Saturday,Evening,October,9
Cacao,1008,2,Monday,Morning,November,12
Espresso,1004,2,Friday,Morning,January,7
Americano,1001,2,Monday,Morning,April,7
Latte,1012,2,Friday,Lunchtime,April,5
Cappuccino,1010,2,Wednesday,Lunchtime,March,5
Americano,1003,2,Thursday,Lunchtime,November,7
Cacao,1008,2,Thursday,Morning,August,10
Latte,1012,2,Friday,Lunchtime,January,5
Cappuccino,1010,1,Tuesday,Evening,May,8
Americano,1003,2,Saturday,Morning,October,11
Americano,1001,1,Wednesday,Evening,May,3
Espresso,1005,2,Sunday,Evening,September,5
Latte,1014,2,Saturday,Lunchtime,July,12
Latte,1012,2,Friday,Lunchtime,March,7
Cacao,1008,2,Wednesday,Morning,January,11
Latte,1014,1,Wednesday,Evening,October,10
Cappuccino,1011,2,Friday,Evening,December,6
Latte,1014,1,Monday,Evening,April,7
Cappuccino,1010,2,Monday,Morning,April,9
Cappuccino,1011,1,Tuesday,Evening,April,10
Americano,1002,2,Sunday,Lunchtime,October,10
Latte,1013,2,Sunday,Morning,August,13
Cappuccino,1010,1,Friday,Evening,June,7
Americano,1001,2,Monday,Morning,November,9
Cacao,1008,2,Sunday,Lunchtime,November,9
Cacao,1006,2,Wednesday,Morning,January,8
Cacao,1006,2,Friday,Lunchtime,January,7
Cacao,1007,2,Wednesday,Morning,September,10
Espresso,1005,2,Saturday,Morning,December,12
Americano,1003,2,Tuesday,Lunchtime,January,6
Espresso,1004,2,Tuesday,Morning,May,6
Cacao,1007,2,Monday,Morning,July,9
Cacao,1006,2,Thursday,Evening,December,8
Americano,1003,2,Sunday,Evening,June,8
Americano,1003,2,Monday,Morning,December,7
Cappuccino,1009,2,Thursday,Morning,July,8
Americano,1003,2,Thursday,Morning,October,10
Espresso,1004,2,Tuesday,Evening,February,5
Cacao,1007,2,Thursday,Morning,June,11
Cacao,1008,2,Friday,Lunchtime,September,9
Espresso,1004,2,Saturday,Lunchtime,January,7
Americano,1002,2,Friday,Morning,March,8
Cacao,1006,2,Saturday,Lunchtime,June,8
Latte,1014,1,Thursday,Evening,August,8
Latte,1012,2,Saturday,Lunchtime,January,11
Latte,1012,2,Friday,Morning,December,7
Cappuccino,1010,2,Wednesday,Morning,May,9
Cacao,1008,2,Tuesday,Morning,September,13
Cacao,1006,2,Sunday,Morning,August,11
Cappuccino,1010,2,Friday,Lunchtime,April,8
Cappuccino,1010,1,Friday,Evening,July,7
Americano,1003,2,Thursday,Morning,January,7
Espresso,1005,2,Monday,Lunchtime,June,4
Latte,1013,2,Friday,Morning,June,11
Americano,1003,2,Friday,Morning,August,8
Cacao,1008,1,Monday,Evening,November,10
Cappuccino,1009,2,Monday,Morning,June,10
Latte,1013,2,Friday,Morning,December,9
Cappuccino,1009,2,Friday,Lunchtime,November,7
Cappuccino,1011,1,Monday,Evening,November,7
Cacao,1008,2,Saturday,Evening,March,10
Espresso,1005,2,Sunday,Morning,June,12
Americano,1001,2,Saturday,Morning,November,11
Espresso,1004,2,Tuesday,Lunchtime,May,6
Latte,1014,2,Sunday,Morning,April,14
Latte,1014,2,Thursday,Morning,May,8
Americano,1002,2,Sunday,Evening,December,8
Espresso,1005,2,Sunday,Lunchtime,August,9
Cappuccino,1011,2,Saturday,Evening,March,10
Latte,1012,1,Tuesday,Evening,September,8
Cappuccino,1010,1,Monday,Evening,July,9
Latte,1012,2,Friday,Lunchtime,April,6
Latte,1012,2,Sunday,Lunchtime,November,11
Latte,1012,2,Sunday,Lunchtime,March,9
Americano,1003,1,Thursday,Evening,June,6
Latte,1013,1,Friday,Evening,March,8
Cappuccino,1009,2,Monday,Morning,May,10
Cappuccino,1010,2,Saturday,Morning,June,13
Cappuccino,1009,1,Monday,Evening,August,6
Cappuccino,1010,1,Friday,Evening,May,6
Cacao,1008,2,Sunday,Lunchtime,August,11
Cacao,1006,2,Thursday,Evening,January,5
Cappuccino,1011,1,Wednesday,Evening,March,7
Espresso,1005,2,Friday,Lunchtime,April,6
Cappuccino,1009,2,Monday,Morning,December,11
Espresso,1004,2,Friday,Morning,August,9
Cappuccino,1010,1,Wednesday,Evening,June,7
